barcode,sales_date,product_description,quantity_sold
RX8,03/01/2023 19:15,REXONA RETAIL 8,24
4800047840029,03/01/2023 19:15,ZONROX ORIGINAL 500ML,23
78,03/01/2023 19:21,78,312
4800016551598,03/01/2023 19:21,NISSIN RAMEN SEAFOOD 55GX72,54
4800361410892,03/01/2023 19:32,BEAR BRAND Powdered Milk Drink 300g,118
TP9,03/01/2023 19:32,TOOTHPASTE RETAIL 9,18
BS18,03/01/2023 19:32,BODY SOAP ASST,19.5
7,03/01/2023 19:35,7,77
40329055,03/01/2023 19:35,CAMEL CIG,88
48041812,03/01/2023 19:35,MIGHTY GREEN FLIPTOP,107
4800016552113,03/01/2023 19:38,NISSIN MINI SEAFOOD 40GX48,42
4800631001867,03/01/2023 19:38,BOY BAWANG SNACK MIX GARLIC 85G,22
4800047840036,04/01/2023 09:22,ZONROX ORIGINAL 250ML,15
4902430346184,04/01/2023 09:22,DOWNY ANTIBAC 38ML BY6,52
4902430727143,04/01/2023 09:25,DOWNY PASSION 32ML BY6,52
4800888183804,04/01/2023 09:25,SURF PWD ROSE 75G BY6,74
55,04/01/2023 09:41,55,55
18,04/01/2023 09:55,18,18
4800016022265,04/01/2023 10:38,GT 3IN1 WHITE TWIN PACK 50gX10X24,115
120,04/01/2023 11:06,120,120
4801668500262,04/01/2023 11:06,DATU PUTI SOY SAUCE 350ML,19.5
6,04/01/2023 11:06,6,6
K10,04/01/2023 11:06,KAPE/MILK/OTHER BEVERAGE,20
4800361421959,04/01/2023 11:07,MILO 150G,52
4800575144590,04/01/2023 11:07,ALASKA POWDER 300G,90
10,04/01/2023 11:23,10,10
4800361413480,04/01/2023 11:49,MILO 24G BY 12,47.5
80,04/01/2023 11:49,80,80
748485401591,04/01/2023 12:13,BIRCHTREE FORTIFIED 150G,48
160,04/01/2023 12:16,160,160
4806507621252,04/01/2023 12:20,FANCY MILK,24
6,04/01/2023 12:20,6,36
15,04/01/2023 12:20,15,15
4806506313981,04/01/2023 12:31,CHERUB BABY WIPES 55PCS,68
4800361410892,04/01/2023 12:31,BEAR BRAND Powdered Milk Drink 300g,118
4800361410892,04/01/2023 12:32,BEAR BRAND Powdered Milk Drink 300g,118
4805885171007,04/01/2023 12:33,RENO LIVER SMALL,31
4800575370302,04/01/2023 12:33,COWBELL CONDENSADA 300ML,39
M COKE,04/01/2023 12:33,COKE MISMO,170
4800361410892,04/01/2023 12:43,BEAR BRAND Powdered Milk Drink 300g,118
4800016560910,04/01/2023 12:43,NISSIN RAMEN SPICY SEAFOOD 59GX72,13.5
4800523223827,04/01/2023 12:47,MOBY CARAMEL 90G,21
750515018501,04/01/2023 12:47,SKYFLAKES PLAIN 10s,54
48041812,04/01/2023 12:48,MIGHTY GREEN FLIPTOP,214
B5,04/01/2023 13:04,ASST BREAD RETAIL 5,20
4800110026497,04/01/2023 13:16,HOMI BEEF MAMI,27
4800110026909,04/01/2023 13:16,HOMI TOYOMANSI,23
150,04/01/2023 13:16,150,150
4806517042009,04/01/2023 13:23,GOYA MILK CHOCOLATE 35G,22
18,04/01/2023 13:37,18,18
KN5,04/01/2023 13:37,KNORR CUBES ASST,12
7622210075017,04/01/2023 13:43,CHEEZ WHIZ PIMIENTO SUP 200G,88
4800016671807,04/01/2023 13:43,PIATTOS SOUR CREAM 80,14.5
4800016644801,04/01/2023 13:43,PIATTOS CHEESE 40gx80,14.5
4800016652035,04/01/2023 13:43,MR. CHIPS NACHO CHEESE 26gx100,7
4800523220802,04/01/2023 13:43,MOBY CARAMEL 25G,6.25
4800016661006,04/01/2023 13:43,ROLLER COASTER CHEDDAR 24gx100,7
4800194152327,04/01/2023 13:43,PILLOWS UBE 38g,8
4800888136749,04/01/2023 13:51,SURF BAR KALAMANSI 360G,23
8998866606851,04/01/2023 13:52,WINGS PWD FRESH 70G BY6,36
40329055,04/01/2023 14:12,CAMEL CIG,88
4806506318764,04/01/2023 14:13,SISTERS PANTYLINER MEGA PACK 36,34
4800361388313,04/01/2023 14:13,NESTLE CHUCKIE Opti-Grow 180ml,23.5
4800194152891,04/01/2023 14:22,MARTYS SPICY 25g LS,6
4800194116237,04/01/2023 14:22,POTATO FRIES PLAIN 21G,6
4800016065828,04/01/2023 14:22,Wafrets Biggies Choco,23
4902430720151,04/01/2023 14:24,PAMPERS COMFORT REGULAR SMALL 12,95
4800575140370,04/01/2023 14:46,ALASKA EVAPORADA 370ML,32
4806525943534,04/01/2023 14:46,TP SAGOT GULAMAN LITRO,18
4806525943565,04/01/2023 14:46,TP BLUE LEMONADE 25G,18
4806504710126,04/01/2023 14:47,MEGA CHILI RED 155G,67.5
4902430346177,04/01/2023 14:47,DOWNY SUNRISE FRESH 38ML BY6,26
F9,04/01/2023 14:47,FABCON/ DISHWASHING ASST 9,32
8,04/01/2023 14:48,8,8
4808680022031,04/01/2023 14:57,LADYS CHOICE SANDWICH SPREAD CHICKEN 220ML,125
4800014701049,04/01/2023 15:31,ABSOLUTE 8L,85
4804888019545,04/01/2023 15:47,WASHED SUGAR 225G,21
16,04/01/2023 15:49,16,16
4800365881742,04/01/2023 15:50,SUPER DELIGHT MINI CHOCO 28G,168
4806502359709,04/01/2023 15:58,TISYU,12.5
4800194153683,04/01/2023 15:58,BREAD PAN BUTTERED 24g LS,6
4800194152327,04/01/2023 15:58,PILLOWS UBE 38g,8
4800523220284,04/01/2023 15:58,MOBY CHOCO 25g,6
18,04/01/2023 15:58,18,18
8996001358320,04/01/2023 16:07,WAFELLO COCO CREME 53.5G,55
748485401591,04/01/2023 16:17,BIRCHTREE FORTIFIED 150G,48
4800092113109,04/01/2023 16:17,EXTREME CHOCO,53.5
4800016642029,04/01/2023 16:17,CHIPPY BBQ 30gx100,14
18,04/01/2023 16:17,18,18
48044295,04/01/2023 16:18,MARLBORO RED 20'S,135.5
4800552888059,04/01/2023 16:31,CHIPS DELIGHT 80G,58
6,04/01/2023 16:41,6,6
48041010,04/01/2023 16:43,NIC Chocolate 24x100ml,29
48044301,04/01/2023 16:43,MARLBORO LIGHTS,135.5
4802288813121,04/01/2023 17:05,HAPPY PANTS L12,96
C18,04/01/2023 17:05,CURLS ASST 18,18.5
4804888019576,04/01/2023 17:05,BROWN SUGAR 225G,20
4800361339186,04/01/2023 17:05,NESCAFE CLASSIC Refill 23g,21
4807770273674,04/01/2023 17:17,PANCIT CANTON KALAMANSI,54
4806507620118,04/01/2023 17:17,MOSY MOSY,25
4800361416726,04/01/2023 17:17,NESCAFE CREAMY WHITE TWIN BY 10,57
4806502720615,04/01/2023 17:21,GARDENIA CLASSIC 600g,82
4800888139283,04/01/2023 17:23,CREAMSILK HAIR FALL 11ML BY12,74
6,04/01/2023 17:25,6,6
53,04/01/2023 17:39,53,53
4800016642029,04/01/2023 17:41,CHIPPY BBQ 30gx100,14
4800016641008,04/01/2023 17:41,CHIPPY CHILI &amp; CHEESE 30gx100,14
4800092331268,04/01/2023 17:41,HIHO CRACKER NUTS,18.5
4800092330100,04/01/2023 17:41,DINGDONG 18G,18.5
4800888189806,04/01/2023 17:42,SURF PWD CHERRY 75G BY6,111
4902430452694,04/01/2023 17:42,DOWNY GARDEN BLOOM 38ML BY6,52
C18,04/01/2023 17:42,CURLS ASST 18,18.5
4806522670488,04/01/2023 17:47,COCO FRUIT JELLY,44
4800092110405,04/01/2023 17:47,REBISCO BUTTER SANDWICH 32G,51
4806506319051,04/01/2023 18:12,SUPER TWIN PANTS M  8,67
748485401508,04/01/2023 18:12,BIRCHTREE POWDER 300G,91
4800016633621,04/01/2023 18:12,PIATTOS NACHO PIZZA 40gx80,14.5
8850006480748,04/01/2023 18:12,PALMOLIVE ANTI DANDRUFF SHAM BY 12,33
4800016627286,04/01/2023 18:13,MILKY KNOTS 28gx100,7
4805885171007,04/01/2023 18:14,RENO LIVER SMALL,31
4800361339186,04/01/2023 18:14,NESCAFE CLASSIC Refill 23g,21
48044301,04/01/2023 18:14,MARLBORO LIGHTS,135.5
8998666001726,04/01/2023 18:17,KOPIKO BLANCA TP,114
88,05/01/2023 08:36,88,88
E30,05/01/2023 08:46,EGG 1 TRAY,0
225,05/01/2023 08:47,225,225
4800047840012,05/01/2023 08:47,ZONROX ORIGINAL 1LITER,38
4800888189806,05/01/2023 08:47,SURF PWD CHERRY 75G BY6,74
4800047841705,05/01/2023 08:48,ZONROX COLORSAFE 900ML,66
20,05/01/2023 09:00,20,20
48041812,05/01/2023 09:00,MIGHTY GREEN FLIPTOP,107
40329055,05/01/2023 09:06,CAMEL CIG,88
3,05/01/2023 09:27,3,6
8850006480724,05/01/2023 09:27,PALMOLIVE GLOSSY SHINE W by12,66
8993175540438,05/01/2023 09:27,RICHOCO WHITE 50g,11
8993175538145,05/01/2023 09:27,RICHEESE 50g,11
4801958390108,05/01/2023 09:27,CRISPY FRY ORIG 62g,16
4800888602251,05/01/2023 09:27,KNORR SINIGANG SA GABI 44G,27
O,05/01/2023 09:27,OIL RETAIL,26
748485804064,05/01/2023 09:44,ARGENTINA GINILING 250G,42
4800575130302,05/01/2023 09:44,ALASKA CONDENSADA 300ML,52
748485804064,05/01/2023 09:45,ARGENTINA GINILING 250G,42
4800361061322,05/01/2023 09:47,NESTLE All-Purpose Cream 250ML,73
4808887010015,05/01/2023 09:47,PUREFOODS CORNED BEEF 210G,95
4800249006650,05/01/2023 09:47,SAN MARINO CORNED TUNA RED 180G,45
748485100098,05/01/2023 09:47,CENTURY TUNA HOT &amp; SPICY 180G,42.5
4806502720615,05/01/2023 09:51,GARDENIA CLASSIC 600g,82
M ROYAL,05/01/2023 09:56,ROYAL MISMO,170
LC10,05/01/2023 09:59,LADYS CHOICE 27ML RETAIL,24
4801958460009,05/01/2023 09:59,CRISPY FRY 1/2 KILO,10
4801958391105,05/01/2023 09:59,CRISPY FRY SPICY 1KG,16
7,05/01/2023 10:01,7,7
RX8,05/01/2023 10:01,REXONA RETAIL 8,8
12,05/01/2023 10:24,12,12
4806502720615,05/01/2023 10:35,GARDENIA CLASSIC 600g,82
748485401492,05/01/2023 10:39,BIRCHTREE FORTIFIED 33G by 8,68
4800888217523,05/01/2023 10:42,DOVE SERUM AMINO PINK 12,81
14,05/01/2023 10:57,14,14
9,05/01/2023 10:57,9,9
4800024562739,05/01/2023 11:01,DM PINEAPPLE  JUICE 1.36L,98
53,05/01/2023 11:01,53,53
160,05/01/2023 11:17,160,160
4800361331500,05/01/2023 11:21,BEAR BRAND Sterilized 200ml,27
4800350108878,05/01/2023 11:21,POCARI SWEAT PET 900ML,76
014285002789,05/01/2023 11:22,UFC BANANA 100G,10.5
4801668606117,05/01/2023 11:22,MANG TOMAS HOT SIGA 80G,13
4806506318818,05/01/2023 12:03,SISTER NAPKIN PINK 12S,64
4800361390804,05/01/2023 12:03,NESTLE COFFEE-MATE  150g,54
4800047840036,05/01/2023 12:03,ZONROX ORIGINAL 250ML,15
4800194152891,05/01/2023 12:06,MARTYS SPICY 25g LS,6
4800194152327,05/01/2023 12:06,PILLOWS UBE 38g,8
4800194116237,05/01/2023 12:06,POTATO FRIES PLAIN 21G,6
4800016661006,05/01/2023 12:06,ROLLER COASTER CHEDDAR 24gx100,7
4806502720615,05/01/2023 12:26,GARDENIA CLASSIC 600g,82
120,05/01/2023 12:33,120,120
4800194180184,05/01/2023 12:34,FISHDA KROPEK 80G,21
4800194179904,05/01/2023 12:34,MARTYS CRACKLING SALT 90G,19
4800016622588,05/01/2023 12:34,Pic-A Bbq Overload SN (180gx18),50
48044301,05/01/2023 12:42,MARLBORO LIGHTS,135.5
11,05/01/2023 13:06,11,11
65,05/01/2023 13:19,65,65
8,05/01/2023 13:20,8,8
4806519890981,05/01/2023 13:20,UNI KERATIN GOLD 20G 12'S,42
8850006480755,05/01/2023 13:21,PALMOLIVE AROMA VITALITY BY12,33
4806501705200,05/01/2023 13:21,CHAMPION  PWD FLORAL 35G BY 6,33
BS18,05/01/2023 13:21,BODY SOAP ASST,19.5
48041010,05/01/2023 13:27,NIC Chocolate 24x100ml,29
48041812,05/01/2023 13:30,MIGHTY GREEN FLIPTOP,214
4800361415347,05/01/2023 13:42,NESCAFE ORIGINAL TWIN by 10,114
66,05/01/2023 13:54,66,66
4800016022265,05/01/2023 14:55,GT 3IN1 WHITE TWIN PACK 50gX10X24,57.5
BS18,05/01/2023 14:56,BODY SOAP ASST,39
4902430434393,05/01/2023 14:56,JOY KALAMANSI 18.5ML BY 6,18
TP10,05/01/2023 14:56,TOOTHPASTE ASST 11,22
4902430698085,05/01/2023 14:56,PANTENE SHM HFALL 12ML BY12,43.5
8993175539241,05/01/2023 14:57,RICHOCO 50g,11
8996001358320,05/01/2023 14:57,WAFELLO COCO CREME 53.5G,11
4800016065828,05/01/2023 14:57,Wafrets Biggies Choco,11.5
8851717904974,05/01/2023 14:58,DELIGHT by 5,106
4800575370302,05/01/2023 15:06,COWBELL CONDENSADA 300ML,39
4800024562739,05/01/2023 15:10,DM PINEAPPLE  JUICE 1.36L,196
12,05/01/2023 15:15,12,12
4800361410892,05/01/2023 15:17,BEAR BRAND Powdered Milk Drink 300g,118
4806506319570,05/01/2023 15:17,GENERIC LAMPEIN XL 15,99
4800024037480,05/01/2023 15:32,DM FIESTA FRT COCKTAIL 832g,89
4800047840012,05/01/2023 15:32,ZONROX ORIGINAL 1LITER,38
LIPA,05/01/2023 15:32,LIPA PABORITA BY 10,60
4800194152891,05/01/2023 15:33,MARTYS SPICY 25g LS,6
4807770273674,05/01/2023 15:33,PANCIT CANTON KALAMANSI,27
48043717,05/01/2023 15:46,FORTUNE WHITE,107
40329055,05/01/2023 16:16,CAMEL CIG,88
4800016622533,05/01/2023 16:16,POT CHIPS V-CUT BBQ 25gx80,14.5
4800016680540,05/01/2023 16:16,JNJ-CALBEE POT.CHPS HONEY BTR 22gX80,14.5
85,05/01/2023 16:16,85,85
4800092556586,05/01/2023 16:16,CRISS CROSS 65G,22
4800016138560,05/01/2023 16:20,GG TORTILLOS CHEESE 25gX100,7
4800016082962,05/01/2023 16:20,Magic Chips Cheese 30gx100,7
4800016641008,05/01/2023 16:20,CHIPPY CHILI &amp; CHEESE 30gx100,7
4801234134419,05/01/2023 16:20,BAYGON KATOL RED 150G,20
B5,05/01/2023 16:20,ASST BREAD RETAIL 5,10
4800575140158,05/01/2023 16:21,ALASKA EVAPORADA 140ML,16
4804888019521,05/01/2023 16:21,WHITE SUGAR 450G,92
4806506318863,05/01/2023 16:27,SISTERS NET SIDE NIGHT 8,28
4800016552106,05/01/2023 16:27,NISSIN MINI BEEF 40GX48,21
SC7,05/01/2023 16:27,SHAMPOO/CONDITIONER 7 ASST RETAIL,28
4800016138560,05/01/2023 16:27,GG TORTILLOS CHEESE 25gX100,7
48041812,05/01/2023 16:31,MIGHTY GREEN FLIPTOP,107
48044295,05/01/2023 16:31,MARLBORO RED 20'S,135.5
8851717200014,05/01/2023 16:32,DUTCHMILL BLUEBERRY 90ML,46
4032900145211,05/01/2023 16:37,MIGHTY BLACK,88
4804888019569,05/01/2023 16:41,WASHED SUGAR 900G,82
8996001410547,05/01/2023 16:41,KOPIKO BROWN SINGLE,70
K7,05/01/2023 16:41,KAPE/MILK/OTHER BEVERAGE,14
4807770273698,05/01/2023 16:44,PANCIT CANTON CHILIMANSI,27
4807770274305,05/01/2023 16:44,PANCIT CANTON HOT NEW,54
4800163443043,05/01/2023 16:44,LIGO GREEN,24
4800163443036,05/01/2023 16:44,LIGO SARDINES RED,73.5
4807770270017,05/01/2023 16:45,LUCKY ME BEEF 55G,17
4807770270024,05/01/2023 16:45,LUCKY ME CHICKEN 55G,17
22,05/01/2023 16:45,22,22
30,05/01/2023 16:49,30,30
4809015790274,05/01/2023 16:55,BABY ANNE PANTS XXL30,230
10,05/01/2023 16:55,10,10
120,05/01/2023 16:59,120,120
4804888019590,05/01/2023 17:05,BROWN SUGAR 900G,160
4804888589130,05/01/2023 17:11,Annies Combo,25.5
8993175542166,05/01/2023 17:11,RICHOCO WHITE WAFER 22g,53
4804888019583,05/01/2023 17:14,BROWN SUGAR 450G,40
21,05/01/2023 17:15,21,21
4809010524898,05/01/2023 17:15,SUGO HOT 25G,30
4807770122170,05/01/2023 17:22,NISSIN BUTTER COCONUT,52
4902430411509,05/01/2023 17:22,TIDE BAR W/ DOWNY 380G,27.5
4800888139306,05/01/2023 17:22,CREAMSILK STRAIGHT 12MLBY12,74
36,05/01/2023 17:25,36,36
14,05/01/2023 17:26,14,14
8993175547994,05/01/2023 17:26,NABATI COCO LAVA WAFER 50g,33
4800092660252,05/01/2023 17:26,KRIMSTIX C. STRAWBERRY REFILL,27
4800488011415,05/01/2023 17:27,CHARMEE YELLOW,27
8850007331261,05/01/2023 17:27,CAREFREE PLINER 20S,52
748485100401,05/01/2023 17:31,CENTURY TUNA FLAKES 155G,33.5
748485100098,05/01/2023 17:31,CENTURY TUNA HOT &amp; SPICY 180G,42.5
4800014701049,05/01/2023 17:31,ABSOLUTE 8L,85
4800361388047,05/01/2023 17:31,BEAR BRAND Powdered Milk Drink 840G,325
4809010997029,05/01/2023 17:37,CHOYO CHOYO CHOCO 850G,107
4800092112317,05/01/2023 17:38,HANSEL CRACKERS,53.5
4800092550911,05/01/2023 17:38,FUDGEE BARR CHOCO,68
4806507867315,05/01/2023 18:05,XPLOD POPPING CANDY,21
4800029831045,05/01/2023 18:05,FLOWER MALLOWS,70
4801958390108,05/01/2023 18:05,CRISPY FRY ORIG 62g,32
750515018501,05/01/2023 18:07,SKYFLAKES PLAIN 10s,54
4800016065828,05/01/2023 18:08,Wafrets Biggies Choco,11.5
4807770273674,05/01/2023 18:08,PANCIT CANTON KALAMANSI,13.5
4807770273704,05/01/2023 18:09,PANCIT CANTON ORIGINAL,13.5
4800194152891,05/01/2023 18:19,MARTYS SPICY 25g LS,6
4800016641008,05/01/2023 18:19,CHIPPY CHILI &amp; CHEESE 30gx100,7
4807770273698,05/01/2023 18:19,PANCIT CANTON CHILIMANSI,27
4800194116084,05/01/2023 18:19,RIBBED CRACKLING 26g XS LS,6
6,05/01/2023 18:20,6,6
K12,05/01/2023 18:20,KAPE/MILK/OTHER BEVERAGE,12
K10,05/01/2023 18:20,KAPE/MILK/OTHER BEVERAGE,20
BS18,05/01/2023 18:20,BODY SOAP ASST,19.5
2,05/01/2023 18:20,2,2
4800194177085,05/01/2023 18:27,OISHI PLAIN 90G,21
4800092116544,05/01/2023 18:27,CHOCO MUCHO COOKIE WHITE BISC 33,72
748485401591,05/01/2023 18:27,BIRCHTREE FORTIFIED 150G,48
748485800431,05/01/2023 18:27,ARGENTINA C.BEEF 150G,34.5
4902430411509,05/01/2023 18:28,TIDE BAR W/ DOWNY 380G,55
8850006493038,05/01/2023 18:29,PALMOLIVE SHM ULTRA SMOOTH G BY12,33
4807770273698,05/01/2023 18:29,PANCIT CANTON CHILIMANSI,13.5
4807770273704,05/01/2023 18:29,PANCIT CANTON ORIGINAL,27
4891208040143,05/01/2023 18:29,OISHI CRACKER 26G,24
12,05/01/2023 18:29,12,12
60,05/01/2023 18:30,60,60
4800047840012,05/01/2023 18:30,ZONROX ORIGINAL 1LITER,38
4800365671268,05/01/2023 18:30,SNACKERS NACHOS CHEESE 500G,150
10,05/01/2023 18:35,10,10
60,05/01/2023 18:37,60,60
4806502720615,05/01/2023 18:37,GARDENIA CLASSIC 600g,82
4801234134419,05/01/2023 18:37,BAYGON KATOL RED 150G,20
O,05/01/2023 18:40,OIL RETAIL,26
4800361420730,05/01/2023 18:40,NESTLE COFFEE MATE 80G,31
4800888147288,05/01/2023 18:40,CLOSE UP RED HOT 20G BY 6,22.5
TP10,05/01/2023 18:40,TOOTHPASTE ASST 11,22
B5,05/01/2023 18:41,ASST BREAD RETAIL 5,20
4800194179898,05/01/2023 18:42,MARTYS SPICY 90G,42
5,05/01/2023 18:43,5,5
10,05/01/2023 18:47,10,10
4800575140370,05/01/2023 18:51,ALASKA EVAPORADA 370ML,32
K10,05/01/2023 18:54,KAPE/MILK/OTHER BEVERAGE,10
35,05/01/2023 19:05,35,70
80,05/01/2023 19:08,80,80
4800163443043,05/01/2023 19:09,LIGO GREEN,24
4800249909333,05/01/2023 19:09,CDO MEAT LOAF 150G,20
K12,05/01/2023 19:09,KAPE/MILK/OTHER BEVERAGE,24
K10,05/01/2023 19:09,KAPE/MILK/OTHER BEVERAGE,20
4800523443416,05/01/2023 19:09,LOADED WHITE 32g,7
18,05/01/2023 19:21,18,18
48044295,05/01/2023 19:22,MARLBORO RED 20'S,135.5
4800249006636,05/01/2023 19:26,SAN MARINO CHILI CORNED TUNA 150G,36
8996001410547,06/01/2023 08:31,KOPIKO BROWN SINGLE,70
16X24,06/01/2023 08:38,16X24 PLASTIC,116
48041812,06/01/2023 08:42,MIGHTY GREEN FLIPTOP,107
4800092660795,06/01/2023 08:47,CHOCO MUCHO WHITE BOX,72
4800092553028,06/01/2023 08:47,DOOWEE DONUT STRAWBERRY,95
48041812,06/01/2023 08:55,MIGHTY GREEN FLIPTOP,107
48044301,06/01/2023 09:01,MARLBORO LIGHTS,135.5
4902430401845,06/01/2023 09:06,DOWNY SUNRISE FRESH 24ML BY 6,36
4800361388313,06/01/2023 09:08,NESTLE CHUCKIE Opti-Grow 180ml,47
88,06/01/2023 09:14,88,88
48043441,06/01/2023 09:14,Fortune Tribal Blue FTB,107
4800047840043,06/01/2023 09:44,ZONROX ORIGINAL 100ML,45
4800888157614,06/01/2023 09:44,SURF FABCON BFRESH BY 6,33
K10,06/01/2023 09:49,KAPE/MILK/OTHER BEVERAGE,10
K10,06/01/2023 09:49,KAPE/MILK/OTHER BEVERAGE,10
4804888019545,06/01/2023 09:50,WASHED SUGAR 225G,42
4800888136671,06/01/2023 09:50,SURF BAR BLOSSOM FRESH 120G,11
4800888183804,06/01/2023 09:50,SURF PWD ROSE 75G BY6,37
4800103343075,06/01/2023 09:50,MR. YEMA,22.5
4800361339186,06/01/2023 09:50,NESCAFE CLASSIC Refill 23g,21
F9,06/01/2023 09:50,FABCON/ DISHWASHING ASST 9,16
K12,06/01/2023 09:50,KAPE/MILK/OTHER BEVERAGE,24
4801668604038,06/01/2023 09:50,UFC SWEET CHILI 90G,15.5
48044295,06/01/2023 10:13,MARLBORO RED 20'S,677.5
8998666001719,06/01/2023 10:13,KOPIKO BROWN TP,114
8998666001726,06/01/2023 10:13,KOPIKO BLANCA TP,114
KASALO,06/01/2023 10:26,KASALO ASST,275
4809011168053,06/01/2023 10:42,BOSTON PAMINTA DUROG,43
4804888019569,06/01/2023 10:42,WASHED SUGAR 900G,82
53,06/01/2023 10:51,53,53
4801981116072,06/01/2023 11:02,COKE 1.5,60
4801668100264,06/01/2023 11:13,MANG TOMAS 325G,72
4805885171007,06/01/2023 11:13,RENO LIVER SMALL,31
4800024575487,06/01/2023 11:14,DM SPAG SAUCE FIL 250G,70
748485800431,06/01/2023 11:14,ARGENTINA C.BEEF 150G,69
48043717,06/01/2023 11:16,FORTUNE WHITE,107
4032900145211,06/01/2023 11:16,MIGHTY BLACK,88
48041812,06/01/2023 11:18,MIGHTY GREEN FLIPTOP,107
4800249032314,06/01/2023 11:50,CDO BIGTIME 1KG,149
4800361379557,06/01/2023 12:01,NESTEA Lemon 25G BY6,228
120,06/01/2023 12:01,120,120
4902430873710,06/01/2023 12:09,DOWNY KONTRA KULOB  BY 6,96
4800047841712,06/01/2023 12:09,ZONROX COLORSAFE 450ML,38
4809011168053,06/01/2023 12:50,BOSTON PAMINTA DUROG,43
4809011168060,06/01/2023 12:50,BOSTON PAMINTA BUO,43
4902430177597,06/01/2023 12:50,PERLA LAUNDRY BAR WHITE,50
4800047840036,06/01/2023 12:50,ZONROX ORIGINAL 250ML,15
4800016633621,06/01/2023 13:19,PIATTOS NACHO PIZZA 40gx80,14.5
4800016671807,06/01/2023 13:19,PIATTOS SOUR CREAM 80,14.5
4800523222103,06/01/2023 13:19,CHEEZ IT HAM 25g,6
4800016641008,06/01/2023 13:20,CHIPPY CHILI &amp; CHEESE 30gx100,7
38,06/01/2023 13:38,38,114
4800092330490,06/01/2023 13:56,DRAGON SID,18.5
C18,06/01/2023 13:56,CURLS ASST 18,18.5
4800194116664,06/01/2023 13:57,PINATTSU,45
16,06/01/2023 14:22,16,16
5,06/01/2023 14:22,5,5
C11,06/01/2023 14:53,CURLS ASST 11,33
K12,06/01/2023 14:53,KAPE/MILK/OTHER BEVERAGE,48
4806506313998,06/01/2023 15:16,CHERUB WIPES 80S,99
4806500807455,06/01/2023 15:16,MAGIC DRI CLOTH XL30,240
4800488011415,06/01/2023 15:17,CHARMEE YELLOW,27
4800523443416,06/01/2023 15:17,LOADED WHITE 32g,21
4800361381086,06/01/2023 15:28,BEAR BRAND Powdered Milk Drink 135g,50
4804888019576,06/01/2023 15:28,BROWN SUGAR 225G,20
4800523223162,06/01/2023 15:29,CHEEZ IT CHEESE 90G,21
4800523223179,06/01/2023 15:30,PEEWEE BBQ 90G,21
ST300,06/01/2023 15:30,STING TRAW 300ML PET BOTTLE,185
4800888206084,06/01/2023 15:31,CREAMSILK KERATIN SHINE 1OML by12,40
748485401515,06/01/2023 15:32,BIRCHTREE FORTIFIED MILK 700G,209
4806500802528,06/01/2023 15:43,MAGIC PANTS XXL10,84
748485401492,06/01/2023 15:43,BIRCHTREE FORTIFIED 33G by 8,68
K10,06/01/2023 15:43,KAPE/MILK/OTHER BEVERAGE,20
48044295,06/01/2023 15:44,MARLBORO RED 20'S,135.5
8996001305218,06/01/2023 15:47,VALMER CHOCO,60
4800092112058,06/01/2023 15:47,SUPERTHIN MILK,53
4800092111822,06/01/2023 15:47,REBISCO CRACKERS,53.5
4800214061271,06/01/2023 15:47,MENTOS PLAIN 50PCS,39
8X11,06/01/2023 15:49,8X11 PLASTIC,22
4800016022265,06/01/2023 15:50,GT 3IN1 WHITE TWIN PACK 50gX10X24,115
C18,06/01/2023 15:58,CURLS ASST 18,18.5
4804888019514,06/01/2023 16:08,WHITE SUGAR 225G,47
4804888019521,06/01/2023 16:08,WHITE SUGAR 450G,92
4801288830084,06/01/2023 16:25,THOSE DAYS NON WING 8S,29
LIPA,06/01/2023 16:25,LIPA PABORITA BY 10,60
48040990,06/01/2023 16:40,NIC Mango 24x100ml,29
6,06/01/2023 16:40,6,6
6,06/01/2023 16:41,6,6
6,06/01/2023 16:41,6,6
48042772,06/01/2023 16:50,Marlboro Blue FT20s,135.5
4800361380836,06/01/2023 17:07,BEAR BRAND Adult Plus 600g,289
748485100098,06/01/2023 17:15,CENTURY TUNA HOT &amp; SPICY 180G,85
4806502727423,06/01/2023 17:19,GARDENIA NEW BAKE 560G,76.5
4800092111853,06/01/2023 17:19,FROOTEES MANGO,53.5
4800523223827,06/01/2023 17:20,MOBY CARAMEL 90G,21
4800016084201,06/01/2023 17:20,WAFRETS BRIX CHOCO VANILLA 24G,60.5
4808680022017,06/01/2023 17:20,LADYS CHOICE SANDWICH SPREAD CHICKEN 80ML,38
4806502720615,06/01/2023 17:20,GARDENIA CLASSIC 600g,82
748485801490,06/01/2023 17:24,ARGENTINA MEATLOAF 150G,45
8850006493014,06/01/2023 17:24,PALMOLIVE SH INTENSIVE BY12,66
4902430935999,06/01/2023 17:24,SAFEGUARD BEIGE 130G,49
4800166142370,06/01/2023 17:26,STICK O JR STRAWBERRY,66
4800092112317,06/01/2023 17:26,HANSEL CRACKERS,53.5
95509433,06/01/2023 17:28,Marlboro Black FT20s,135.5
8993175539241,06/01/2023 17:31,RICHOCO 50g,22
4806506319358,06/01/2023 17:31,LAMPEIN XXL 4S,38
748485900087,06/01/2023 17:31,FRESCA HOT 175G,27.5
748485900056,06/01/2023 17:31,FRESCA TUNA AFRITADA 175G,24.5
4807770272097,06/01/2023 17:31,LUCKY ME SPICY BEEF,28.5
