barcode,sales_date,product_description,quantity_sold
4800888194268,20/02/2023 16:47,SUNSILK STRONG BY 12,66
4807770273698,20/02/2023 16:47,PANCIT CANTON CHILIMANSI,27.5
4807770270017,20/02/2023 16:48,LUCKY ME BEEF 55G,17
4902430708234,20/02/2023 16:57,ARIEL SUNRISE PWD 6+1,84
8998666002983,20/02/2023 16:57,KOPIKO CAFE MOCHA BY 10,57.5
4801668602034,20/02/2023 16:57,DATU PUTI SOY SAUCE 200ML,11
4806525942094,20/02/2023 16:58,TP RED ICE TEA 500G,132
130,20/02/2023 16:58,130,130
4800888602732,20/02/2023 16:58,KNORR CUBE BEEF 10G BY 12,36
4800365671268,20/02/2023 17:05,SNACKERS NACHOS CHEESE 500G,75
750515018501,20/02/2023 17:05,SKYFLAKES PLAIN 10s,58
4800194116145,20/02/2023 17:09,MIGGOS CHEESE 28G,37.5
4800216121911,20/02/2023 17:09,CHEEZY SNACK HOT,26
4800194153225,20/02/2023 17:09,BREAD PAN CHEESE 24g LS,12.5
4800194152327,20/02/2023 17:09,PILLOWS UBE 38g,8
4800016012266,20/02/2023 17:10,GT PREMIUM BP 25GX48,120
4808647020094,20/02/2023 17:10,EDEN PLAIN 165G,57
40329055,20/02/2023 17:11,CAMEL CIG,88
8996001410547,20/02/2023 17:11,KOPIKO BROWN SINGLE,70
4806506318917,20/02/2023 17:11,SISTER PANTYLINER 20S,20
4805358246010,20/02/2023 17:11,DARI CREME CLASSIC 100G,39
8850007371403,20/02/2023 17:11,MODESS MAXI WINGS 8S,37
4800344001949,20/02/2023 17:12,SILVER SWAN SOY 200ML,10
4800092332791,20/02/2023 17:12,DINGDONG  30G,24
7,20/02/2023 17:12,7,7
4800888602718,20/02/2023 17:13,KNORR CUBE CHICKEN 10G BY 12,72
4800888602732,20/02/2023 17:13,KNORR CUBE BEEF 10G BY 12,144
48044318,20/02/2023 17:14,MARLBORO CRAFTED RED,126
125,20/02/2023 17:14,125,125
BS18,20/02/2023 17:14,BODY SOAP ASST,19.5
65,20/02/2023 17:20,65,65
40329055,20/02/2023 17:21,CAMEL CIG,176
748485400143,20/02/2023 17:22,PLUS KING ORANGE 250ml,86
4800523220079,20/02/2023 17:22,CHEEZ IT 25g,26
4800365100539,20/02/2023 17:22,SUPER CRUNCH SEETCORN 35G,24
4800216121041,20/02/2023 17:22,CHEEZY SNACK ORIG,26
4800016627286,20/02/2023 17:23,MILKY KNOTS 28gx100,28
4800216121911,20/02/2023 17:23,CHEEZY SNACK HOT,26
4800016629662,20/02/2023 17:23,CHEEZY KNOTS,28
8993175538145,20/02/2023 17:23,RICHEESE 50g,22
4800361421959,20/02/2023 17:23,MILO 150G,52
4800575144590,20/02/2023 17:23,ALASKA POWDER 300G,90
E30,20/02/2023 17:24,EGG 1 TRAY,240
40329055,20/02/2023 17:24,CAMEL CIG,88
48041812,20/02/2023 17:24,MIGHTY GREEN FLIPTOP,107
4800016087608,20/02/2023 17:27,MAGIC CREAMS BUTTER 28G,52.5
4800194152327,20/02/2023 17:27,PILLOWS UBE 38g,16
4809011681378,20/02/2023 17:27,BOY BAWANG GARLIC 100G,19
4800631001867,20/02/2023 17:27,BOY BAWANG SNACK MIX GARLIC 85G,22
4800045320059,20/02/2023 17:27,STARWAX RED,19
4800092330490,20/02/2023 17:28,DRAGON SID,37
4804888019545,20/02/2023 17:33,WASHED SUGAR 225G,121.5
50,20/02/2023 17:36,50,50
85,20/02/2023 17:37,85,85
4800016110535,20/02/2023 17:42,MANG JUAN PAOMBONG 26GX80,7
4806506318863,20/02/2023 17:42,SISTERS NET SIDE NIGHT 8,28
4800365100546,20/02/2023 17:42,SUPER CRUNCH SWEETCORN 35G,12
4806506318849,20/02/2023 17:43,SISTER NET SIDE DAY USE GR 240M,26
TP9,20/02/2023 17:43,TOOTHPASTE RETAIL 9,9
48040693,20/02/2023 17:43,JB POWDER BLOSSOM PINK 25G,16
4800194177863,20/02/2023 17:47,CRISPY PATATA 90G,22.5
4800523223810,20/02/2023 17:47,MOBY CHOCO 90G,47
4800016110511,20/02/2023 17:47,MANG JUAN PAOMBONG 18'S,21
4800092771187,20/02/2023 17:47,FUNKY CHEESE,6
4809014826011,20/02/2023 17:47,PASTILLAS ASST JAR 60S,50
6923431502759,20/02/2023 17:52,KARATE COLA,99
4806508361638,20/02/2023 17:52,KARATE BELT RAINBOW,99
O,20/02/2023 17:54,OIL RETAIL,25
4800191242274,20/02/2023 17:56,TOPS WHITE BAR,26.5
4800575144590,20/02/2023 17:56,ALASKA POWDER 300G,90
4804888019576,20/02/2023 18:04,BROWN SUGAR 225G,19.75
4801668602034,20/02/2023 18:04,DATU PUTI SOY SAUCE 200ML,11
O,20/02/2023 18:04,OIL RETAIL,25
K10,20/02/2023 18:04,KAPE/MILK/OTHER BEVERAGE,10
30,20/02/2023 18:05,30,30
10,20/02/2023 18:05,10,50
23,20/02/2023 18:05,23,46
4806018405891,20/02/2023 18:10,WHATTATOPS MANGO GRAHAM,75
748485401591,20/02/2023 18:14,BIRCHTREE FORTIFIED 150G,49
15,20/02/2023 18:15,15,15
4806500802221,20/02/2023 18:32,MAGIC PANTS M10,59
K12,20/02/2023 18:32,KAPE/MILK/OTHER BEVERAGE,24
K10,20/02/2023 18:32,KAPE/MILK/OTHER BEVERAGE,20
45,20/02/2023 18:32,45,45
48043717,20/02/2023 18:39,FORTUNE WHITE,107
48044301,20/02/2023 18:39,MARLBORO LIGHTS,135.5
748485100418,20/02/2023 18:40,CENTURY TUNA HOT &amp; SPICY 155G,35.5
165,20/02/2023 18:43,165,165
4809011168459,20/02/2023 18:43,BOSTON PAMINTA PINO,43
748485100401,20/02/2023 18:44,CENTURY TUNA FLAKES 155G,105
48041812,20/02/2023 18:44,MIGHTY GREEN FLIPTOP,107
O,20/02/2023 18:45,OIL RETAIL,50
748485100401,20/02/2023 18:46,CENTURY TUNA FLAKES 155G,70
8850006480755,20/02/2023 18:46,PALMOLIVE AROMA VITALITY BY12,33
4806519890530,20/02/2023 18:46,UNIKERATIN BLACK BY12,35
4800361416726,20/02/2023 18:50,NESCAFE CREAMY WHITE TWIN BY 10,120
160,20/02/2023 18:51,160,160
4809014128337,20/02/2023 18:51,KOJIE SAN TRIO 100G,120
48,20/02/2023 18:52,48,48
12,20/02/2023 18:52,12,12
65,20/02/2023 18:53,65,65
K9,20/02/2023 18:54,KAPE/MILK/OTHER BEVERAGE,45
4800016084065,20/02/2023 18:55,WAFRETS BRIX CHOCOLATE,60.5
4800361410892,20/02/2023 18:55,BEAR BRAND Powdered Milk Drink 300g,118
054028367911,20/02/2023 18:55,YAKULT PACK,45
4800092772214,20/02/2023 19:00,CRISS CROSS CHEESE,48
E30,20/02/2023 19:01,EGG 1 TRAY,240
RH 1L,20/02/2023 19:01,REDHORSE LITRO CASE,544
4800010781076,20/02/2023 19:01,CLOUD 9 BOX 12,87
4800010075564,20/02/2023 19:01,CREAM O CHOCO FUDGE  10G,67
48043717,20/02/2023 19:02,FORTUNE WHITE,214
48041836,20/02/2023 19:02,MIGHTY RED FTOP,214
48044318,20/02/2023 19:02,MARLBORO CRAFTED RED,126
4800092112782,20/02/2023 19:03,COMBI TRIPLE CHOCO 30G,53.5
4808680021355,20/02/2023 19:06,LADYS CHOICE REGULAR MAYO 80ML,35
4800016653094,20/02/2023 19:06,MR. CHIPS NACHO CHEESE  100gx50,23
4800024572981,20/02/2023 19:06,DM 100% PINE JCE 24/202 W/ REDUCOL,64
750515018501,20/02/2023 19:06,SKYFLAKES PLAIN 10s,58
4800092110030,20/02/2023 19:07,REBISCO CHOCO SANDWICH,53.5
4800888221056,20/02/2023 19:07,SURF PWD CHERRY  BY 6+1,39
4800016110535,20/02/2023 19:07,MANG JUAN PAOMBONG 26GX80,21
4807770273698,20/02/2023 19:07,PANCIT CANTON CHILIMANSI,13.75
4800016551598,20/02/2023 19:07,NISSIN RAMEN SEAFOOD 55GX72,13.5
4800103220505,20/02/2023 19:07,JUDGE CHEWING GUM 50+5,38
4800361419642,20/02/2023 19:10,MAGIC SARAP 16PCS,63
4891208040181,20/02/2023 19:11,RINBEE CHEESE 26g XS LS,12.5
4801688103818,20/02/2023 19:11,SNACKU  25G,9
4801688103511,20/02/2023 19:11,REGENT CHEESE RING 60g,17
4800361410816,20/02/2023 19:11,BEAR BRAND Powdered Milk Drink Swak by 8,160
48041812,20/02/2023 19:14,MIGHTY GREEN FLIPTOP,107
100,20/02/2023 19:17,100,100
100,20/02/2023 19:17,100,100
4800888216984,20/02/2023 19:17,CREAMSILK KERATIN R&amp;S 11+1,77.5
4800361339186,20/02/2023 19:17,NESCAFE CLASSIC Refill 23g,21
4804888019552,20/02/2023 19:17,WASHED SUGAR 450G,40.5
4800361378376,20/02/2023 19:18,NESTOGEN 1 135g,78
4806506313974,20/02/2023 19:18,CHERUB BABY WIPES,36
4802288886040,20/02/2023 19:18,HAPPY DIAPER M 4,25
4800523220079,21/02/2023 08:16,CHEEZ IT 25g,13
4800016661006,21/02/2023 08:16,ROLLER COASTER CHEDDAR 24gx100,21
4800092772214,21/02/2023 08:16,CRISS CROSS CHEESE,30
4800016633782,21/02/2023 08:29,PIATTOS ROADHOUSE BBQ 40gx80,43.5
48044165,21/02/2023 09:16,CHESTERFIELD ORIGINAL RED,88
48041812,21/02/2023 09:17,MIGHTY GREEN FLIPTOP,214
48041812,21/02/2023 09:19,MIGHTY GREEN FLIPTOP,107
4800024575739,21/02/2023 09:23,DM FILIPINOSARAP SAVERS PARTY PACK 8s,135
12,21/02/2023 09:32,12,36
B5,21/02/2023 09:40,ASST BREAD RETAIL 5,50
O,21/02/2023 09:49,OIL RETAIL,25
4800016014499,21/02/2023 09:53,CREAM ALL CREAMER 80gX60,32
4800163443043,21/02/2023 09:53,LIGO GREEN,48.5
748485100418,21/02/2023 09:53,CENTURY TUNA HOT &amp; SPICY 155G,35.5
4800024562722,21/02/2023 10:07,DM PINEAPPLE TABO 530ml,55
4800024574350,21/02/2023 10:07,DM CHUNKS 200G SUP,29.5
8850006327470,21/02/2023 10:10,COLGATE TRIPLE ACTION PROMO TWIN 126G,159
4800016012365,21/02/2023 10:11,GT PREMIUM STICK BAG,57
4800523443416,21/02/2023 10:18,LOADED WHITE 32g,15
4800194152327,21/02/2023 10:18,PILLOWS UBE 38g,8
KASALO,21/02/2023 10:27,KASALO ASST,0
48041836,21/02/2023 10:27,MIGHTY RED FTOP,107
KASALO,21/02/2023 10:28,KASALO ASST,275
4800092330490,21/02/2023 10:53,DRAGON SID,18.5
4800818810817,21/02/2023 10:53,FRUTOS SAMPALOC,35.5
10,21/02/2023 10:55,10,10
20,21/02/2023 10:59,20,40
5,21/02/2023 10:59,5,5
4800092114960,21/02/2023 11:18,WAFER TIME STRAWBERRY,42
4800092114755,21/02/2023 11:18,WAFER TIME MILK,42
4800092114373,21/02/2023 11:20,WAFER TIME CHOCO,42
4800888154255,21/02/2023 11:20,DOVE NOURISHING OIL CARE 12ML BY12,32
SC7,21/02/2023 11:20,SHAMPOO/CONDITIONER 7 ASST RETAIL,35
4800361409117,21/02/2023 11:33,BEAR BRAND Choco29G BY8,39.5
4800361410892,21/02/2023 11:33,BEAR BRAND Powdered Milk Drink 300g,118
4902430698658,21/02/2023 11:33,HEAD AND SHOULDERS BY 12,38
8993175540438,21/02/2023 11:33,RICHOCO WHITE 50g,11
4800361339186,21/02/2023 11:33,NESCAFE CLASSIC Refill 23g,21
48044301,21/02/2023 11:35,MARLBORO LIGHTS,135.5
60,21/02/2023 12:00,60,60
48041003,21/02/2023 12:10,NIC Ube 24x100ml,29
4800092330131,21/02/2023 12:59,DINGDONG 100G,54
4800056161016,21/02/2023 12:59,QUEZO CHEESE  200G,54
4806506319730,21/02/2023 12:59,TWIN LAMPEIN L 4,33
4804888999694,21/02/2023 12:59,LORINS PATIS PLASTIC 350ml,22
4806502720615,21/02/2023 13:19,GARDENIA CLASSIC 600g,82
120,21/02/2023 13:20,120,120
4800016641008,21/02/2023 13:46,CHIPPY CHILI &amp; CHEESE 30gx100,35
4800523441955,21/02/2023 13:46,LOADED CHOCO 32g,37.5
4800194116466,21/02/2023 13:51,PILLOWS CHOCOLATE 38g,96
4800016021169,21/02/2023 13:52,GT ORIGINAL 3-IN-1 TWIN PACK (33GX10X24),82
4800361383073,21/02/2023 14:07,CRUNCH Stick 24x60ml,35
4800361344951,21/02/2023 14:07,TWINPOPS Orange 32x75ml,23
4804888882545,21/02/2023 14:08,BIG BOY,58
4800194177108,21/02/2023 14:08,RINBEE,23
4800194177771,21/02/2023 14:08,POTATO FRIES  CHEESE 90G,50
5,21/02/2023 14:22,5,5
MPS8,21/02/2023 14:25,MDEW PESPI 7UP MRNDA 8OZ ASST,175
5,21/02/2023 14:26,5,5
1,21/02/2023 14:26,1,1
1,21/02/2023 14:28,1,1
4987176600776,21/02/2023 14:34,VICKS VAPORUB 10G,51
4806502359709,21/02/2023 14:37,TISYU,25
748485401508,21/02/2023 14:43,BIRCHTREE POWDER 300G,94
4800166142325,21/02/2023 14:44,STICK O CHOCO JR,66
4800365881490,21/02/2023 14:44,SUPER DELIGHT BROWNIE SCOTCH 180G,45
4800016671807,21/02/2023 14:44,PIATTOS SOUR CREAM 80,14.5
4800449555514,21/02/2023 14:52,LALA FISH CRACKER 100G,28
4800194177092,21/02/2023 14:52,KIREI 90G,22.5
4801688103511,21/02/2023 14:52,REGENT CHEESE RING 60g,34
M COKE,21/02/2023 14:53,COKE MISMO,185
50,21/02/2023 14:56,50,50
48041812,21/02/2023 14:59,MIGHTY GREEN FLIPTOP,107
4800194177771,21/02/2023 15:02,POTATO FRIES  CHEESE 90G,25
4800016303159,21/02/2023 15:02,IMPROVED MAXX EXTRA STRENGTH '50,37.5
4800523223810,21/02/2023 15:02,MOBY CHOCO 90G,23.5
48041812,21/02/2023 15:02,MIGHTY GREEN FLIPTOP,107
4800405123467,21/02/2023 15:03,MARCAPINA SOYSAUCE 350ML,21
8998666001726,21/02/2023 15:03,KOPIKO BLANCA TP,114
4800092551376,21/02/2023 15:04,FUDGEE BARR VANILLA,68
4893049150012,21/02/2023 15:04,OREO VANILLA 9+2,65
4809010657398,21/02/2023 15:04,MY EVERYDAY TOWEL,44
130,21/02/2023 15:23,130,130
15,21/02/2023 15:23,15,15
4800361363129,21/02/2023 15:29,NESTOGEN Classic 135g,153
8998666001702,21/02/2023 15:32,KOPIKO BLACK TP,57
4808888821122,21/02/2023 15:33,AXION KAL PASTE 350G,65
4806522670068,21/02/2023 15:33,TASTY JELLY STICK,21
8993175538145,21/02/2023 15:33,RICHEESE 50g,11
20,21/02/2023 15:33,20,20
150,21/02/2023 15:34,150,150
4806502725900,21/02/2023 15:37,GARDENIA WHEAT RAISIN 600G,119
40329055,21/02/2023 15:40,CAMEL CIG,88
4806534190004,21/02/2023 15:42,DS Double Chocolate Vanilla 100 ml,31
4800361409704,21/02/2023 15:42,OREO CONE 14X110ML,49
CRINKLES,21/02/2023 15:47,CRINKLES,50
4806506703768,21/02/2023 15:47,GOLD COINS PACK,39
4806506704550,21/02/2023 15:55,LITTLE TUTTI,23
4805885171007,21/02/2023 15:55,RENO LIVER SMALL,28.5
4800024555496,21/02/2023 15:56,DM TOMATO SAUCE ORIGSTYLE 200G SUP,25
4800361416726,21/02/2023 15:56,NESCAFE CREAMY WHITE TWIN BY 10,120
48043441,21/02/2023 16:01,Fortune Tribal Blue FTB,107
4800575144590,21/02/2023 16:01,ALASKA POWDER 300G,90
ST300,21/02/2023 17:27,STING TRAW 300ML PET BOTTLE,188
4806506703768,21/02/2023 17:30,GOLD COINS PACK,78
130,21/02/2023 17:35,130,130
B10,21/02/2023 17:36,ASST BREAD 10S,150
4805358246010,21/02/2023 17:36,DARI CREME CLASSIC 100G,39
E30,21/02/2023 17:37,EGG 1 TRAY,240
4800361390804,21/02/2023 17:37,NESTLE COFFEE-MATE  150g,54
10,21/02/2023 17:39,10,50
4800092330490,21/02/2023 17:41,DRAGON SID,92.5
4800092110511,21/02/2023 17:45,HANSEL MILK,106
4806513742156,21/02/2023 17:49,SANMIG COFFEE ORIG SUGARFREE 20S,115
4806014001424,21/02/2023 17:51,JOLLY PCS & STMS MSHROOM 198G,43
O,21/02/2023 17:52,OIL RETAIL,25
4800040111102,21/02/2023 17:52,CAFE PURO CUP 50g,60
4902430831338,21/02/2023 17:52,TIDE POWDER P CLEAN BY 6,42
4800818810817,21/02/2023 18:01,FRUTOS SAMPALOC,35.5
B5,21/02/2023 18:01,ASST BREAD RETAIL 5,125
4800888602718,21/02/2023 18:01,KNORR CUBE CHICKEN 10G BY 12,36
48044318,21/02/2023 18:07,MARLBORO CRAFTED RED,0
K12,21/02/2023 18:17,KAPE/MILK/OTHER BEVERAGE,60
750515018501,21/02/2023 18:17,SKYFLAKES PLAIN 10s,58
48042772,21/02/2023 18:33,Marlboro Blue FT20s,0
156,21/02/2023 18:34,156,156
4801981164714,21/02/2023 18:45,WILKINS DISTILLED 7L,85
6902131112925,21/02/2023 18:51,MALING MEAT CHICKEN 397G,236
5,21/02/2023 18:51,5,5
SC7,21/02/2023 18:54,SHAMPOO/CONDITIONER 7 ASST RETAIL,21
K12,21/02/2023 18:54,KAPE/MILK/OTHER BEVERAGE,36
48035996,21/02/2023 18:54,JB OIL REGULAR 25ML,21
4800092553318,21/02/2023 18:57,DOOWEE DONUT ASSORTED,91
4804888019545,22/02/2023 08:41,WASHED SUGAR 225G,20.25
4804888019576,22/02/2023 08:41,BROWN SUGAR 225G,19.75
4804888019552,22/02/2023 08:41,WASHED SUGAR 450G,40.5
4806014000137,22/02/2023 08:41,JOLLY CREAM CORN 425G,43
9555513203017,22/02/2023 08:41,JERSEY EVAPORATED 370ML,112
4804888019552,22/02/2023 08:42,WASHED SUGAR 450G,40.5
4800361410892,22/02/2023 08:42,BEAR BRAND Powdered Milk Drink 300g,118
4808647010026,22/02/2023 08:42,CHEEZ WHIZ REGULAR 210G,95
4806502720417,22/02/2023 08:42,GARDENIA CLASSIC 400G,58.5
K12,22/02/2023 08:42,KAPE/MILK/OTHER BEVERAGE,36
10,22/02/2023 08:44,10,10
26,22/02/2023 08:46,26,26
B5,22/02/2023 08:50,ASST BREAD RETAIL 5,5
MEDIUM,22/02/2023 09:30,MEDIUM PLASTIC,98
4809010300492,22/02/2023 09:46,SWEET ORANGE,29.5
B5,22/02/2023 09:52,ASST BREAD RETAIL 5,5
KN5,22/02/2023 09:52,KNORR CUBES ASST,6
K7,22/02/2023 09:53,KAPE/MILK/OTHER BEVERAGE,7
B5,22/02/2023 09:53,ASST BREAD RETAIL 5,5
4800166142325,22/02/2023 09:55,STICK O CHOCO JR,66
10,22/02/2023 09:55,10,20
48041812,22/02/2023 09:58,MIGHTY GREEN FLIPTOP,107
48039871,22/02/2023 09:58,WINSTON LIGHT,126
4800016012273,22/02/2023 10:17,GT PREMIUM BP 50GX24,38
4800016560927,22/02/2023 10:17,NISSIN MINI SPICY HOT BEEF 45GX48,105
4800216120013,22/02/2023 10:23,CLOVER CHIPS CHEESE,26
4806525942124,22/02/2023 10:28,TP CALAMANSI 500G,120
48044295,22/02/2023 10:31,MARLBORO RED 20'S,156
4800194104777,22/02/2023 10:39,POTATO FRIES CHEESE 21g LS,6.25
4800194177863,22/02/2023 10:39,CRISPY PATATA 90G,22.5
7,22/02/2023 10:40,7,21
48039406,22/02/2023 10:41,MARVELS RED,107
B5,22/02/2023 10:41,ASST BREAD RETAIL 5,15
15,22/02/2023 10:54,15,30
4809014826066,22/02/2023 11:19,GUMMY CATERPILLAR JAR 60S,50
4800361416726,22/02/2023 13:03,NESCAFE CREAMY WHITE TWIN BY 10,120
4806014093092,22/02/2023 14:09,JOLLY PCS & STMS MSHROOM 284G,57
4800016113024,22/02/2023 14:09,DEWBERRY BLUEBERRIES & CREAM,72.5
KN5,22/02/2023 14:09,KNORR CUBES ASST,6
4802288812124,22/02/2023 14:39,HAPPY PANTS M 12,89
4804888019583,22/02/2023 15:14,BROWN SUGAR 450G,39.5
4806502359709,22/02/2023 15:47,TISYU,12.5
4806521790705,22/02/2023 15:47,SULITCORN WHITE,22
C20,22/02/2023 15:47,CURLS ASST 20,20
48040990,22/02/2023 15:50,NIC Mango 24x100ml,29
4800361409704,22/02/2023 15:51,OREO CONE 14X110ML,0
4806502720097,22/02/2023 17:03,GARDENIA CLASSIC WHITE 600G,85
4800361415293,22/02/2023 17:04,MILO TWIN 48G BY 8,118
C18,22/02/2023 17:05,CURLS ASST 18,37
4804888882545,22/02/2023 17:05,BIG BOY,58
48039871,22/02/2023 17:14,WINSTON LIGHT,126
75,22/02/2023 17:19,75,75
4806525660356,22/02/2023 17:21,RELISH VERMICELLI 40G 500S,60
4800575144613,22/02/2023 17:21,ALASKA POWDER 840G,252
4800163443036,22/02/2023 17:23,LIGO SARDINES RED,49.5
4800163443043,22/02/2023 17:23,LIGO GREEN,48.5
10,22/02/2023 17:24,10,20
4804888019552,22/02/2023 17:25,WASHED SUGAR 450G,40.5
4804888019569,22/02/2023 17:25,WASHED SUGAR 900G,0
280,22/02/2023 17:26,280,0
210,22/02/2023 17:26,210,210
40329055,22/02/2023 17:26,CAMEL CIG,107
4806502720097,22/02/2023 17:26,GARDENIA CLASSIC WHITE 600G,85
4800888607119,22/02/2023 17:26,LADYS CHOICE CHICKEN SPREAD 27ML BY6,69
8998666001719,22/02/2023 17:27,KOPIKO BROWN TP,114
10,22/02/2023 17:27,10,10
48041812,22/02/2023 17:28,MIGHTY GREEN FLIPTOP,107
4800016661006,22/02/2023 17:28,ROLLER COASTER CHEDDAR 24gx100,21
4800194104869,22/02/2023 17:28,CRISPY PATATA 25g LS,18.75
4800523220079,22/02/2023 17:28,CHEEZ IT 25g,19.5
4800016661006,22/02/2023 17:28,ROLLER COASTER CHEDDAR 24gx100,14
4802288812124,22/02/2023 17:28,HAPPY PANTS M 12,89
4806510050131,22/02/2023 17:28,LUCKY BOY JELLYACE 20PCS,20
748485100401,22/02/2023 17:37,CENTURY TUNA FLAKES 155G,35
4806502359709,22/02/2023 17:37,TISYU,12.5
748485900032,22/02/2023 17:37,FRESCA TUNA CALDERETA 175G,26.5
4800010075922,22/02/2023 17:37,PRESTO CREAMS PEANUT 10G,59
4800016551598,22/02/2023 17:37,NISSIN RAMEN SEAFOOD 55GX72,27
4808887030204,22/02/2023 17:37,PUREFOODS LUNCHEONMEAT 165G,37
K10,22/02/2023 17:37,KAPE/MILK/OTHER BEVERAGE,20
K12,22/02/2023 17:37,KAPE/MILK/OTHER BEVERAGE,24
BS18,22/02/2023 17:37,BODY SOAP ASST,19.5
TP9,22/02/2023 17:37,TOOTHPASTE RETAIL 9,9
SC7,22/02/2023 17:37,SHAMPOO/CONDITIONER 7 ASST RETAIL,35
10,22/02/2023 17:38,10,10
4806500802429,22/02/2023 17:39,MAGIC PANTS XL10,78
4806504710232,22/02/2023 17:43,MEGA MACKAREL 155G,28
4800249008517,22/02/2023 17:43,SAN MARINO RED CORNED TUNA 85G,27.5
4804888589673,22/02/2023 17:43,HANY JR,27.5
4806516761888,22/02/2023 17:48,JERSEY COND MILK 390G,38
52,22/02/2023 17:48,52,52
9555513203017,22/02/2023 17:48,JERSEY EVAPORATED 370ML,28
4893049150012,22/02/2023 17:48,OREO VANILLA 9+2,65
4806018401596,22/02/2023 17:48,INIPIT CUSTARD,55
4902430583183,22/02/2023 17:48,ARIEL POWDER FLORAL BY6,84
4806515161511,22/02/2023 17:48,KERATIN PLUS GOLD SOLD BY 12,42
48044295,22/02/2023 17:51,MARLBORO RED 20'S,156
4800016022265,22/02/2023 17:52,GT 3IN1 WHITE TWIN PACK 50gX10X24,57.5
4807770270017,22/02/2023 17:52,LUCKY ME BEEF 55G,34
4800092110030,22/02/2023 17:55,REBISCO CHOCO SANDWICH,53.5
4800092110528,22/02/2023 17:55,HANSEL CHOCO,53
748485150093,22/02/2023 18:41,COCO MAMA GATA 400ML,124
P15,22/02/2023 18:42,POWDER RETAIL ASST 15,60
748485900056,22/02/2023 18:42,FRESCA TUNA AFRITADA 175G,26.5
748485102245,22/02/2023 18:42,CENTURY TUNA FLAKES 95G,26
4800249008531,22/02/2023 18:42,SAN MARINO CHILI CORNED TUNA 85G,27.5
K12,22/02/2023 18:42,KAPE/MILK/OTHER BEVERAGE,24
65,22/02/2023 18:43,65,65
C6,22/02/2023 18:48,CURLS ASST 6.50,37.5
4800523443416,22/02/2023 18:48,LOADED WHITE 32g,45
c7,22/02/2023 18:49,CURLS ASST JNJ 7.5 PESOS,168
4800016680540,22/02/2023 18:49,JNJ-CALBEE POT.CHPS HONEY BTR 22gX80,145
40329055,22/02/2023 18:49,CAMEL CIG,214
4806534190073,22/02/2023 18:50,NOB 3-in-1 Choco Manga Ube 1.5,185
4806502359709,22/02/2023 18:50,TISYU,12.5
48044295,23/02/2023 08:45,MARLBORO RED 20'S,156
4800365671251,23/02/2023 09:02,SNACKERS NACHOS BBQ 500G,75
4800194116466,23/02/2023 09:04,PILLOWS CHOCOLATE 38g,40
C20,23/02/2023 09:04,CURLS ASST 20,40
C18,23/02/2023 09:04,CURLS ASST 18,18.5
C11,23/02/2023 09:04,CURLS ASST 11,22
4806018403866,23/02/2023 09:04,CHOO CHOO CHOCO VANILLA,78
M ROYAL,23/02/2023 09:13,ROYAL MISMO,185
B10,23/02/2023 09:14,ASST BREAD 10S,50
26,23/02/2023 09:22,26,52
6,23/02/2023 09:22,6,0
4804888019521,23/02/2023 09:22,WHITE SUGAR 450G,45
4800361390804,23/02/2023 09:22,NESTLE COFFEE-MATE  150g,54
4800047841729,23/02/2023 09:22,ZONROX COLORSAFE 225ML,24.5
4800888136749,23/02/2023 09:22,SURF BAR KALAMANSI 360G,23
8996001440124,23/02/2023 09:32,ENERGEN MILK HANGER,38.5
4800361415347,23/02/2023 09:32,NESCAFE ORIGINAL TWIN by 10,60
037600130783,23/02/2023 09:33,SPAM 340g,464
4800016081132,23/02/2023 09:37,MAGIC FLAVORS CHEESE 10G,53.5
4806525943534,23/02/2023 09:37,TP SAGOT GULAMAN LITRO,18
5,23/02/2023 09:38,5,25
4800110026909,23/02/2023 09:38,HOMI TOYOMANSI,23
4800488100065,23/02/2023 09:38,CHARMEE PANTYLINER BREATH,24
4806504710126,23/02/2023 09:38,MEGA CHILI RED 155G,45
4800344001413,23/02/2023 09:38,SILVER SWAN BOTE,20
4804888615297,23/02/2023 09:38,QUICKCHOW CHILIMANSI 65G,25.5
4800110026497,23/02/2023 09:38,HOMI BEEF MAMI,9
4807770270116,23/02/2023 09:38,LUCKY ME ITNOK,9.5
4804888019583,23/02/2023 09:38,BROWN SUGAR 450G,39.5
4800047840272,23/02/2023 09:38,ZONROX LEMON 500ML,27
4801010104100,23/02/2023 09:38,JB POWDER MILK + RICE 50G,27
48035996,23/02/2023 09:38,JB OIL REGULAR 25ML,21
4809013300215,23/02/2023 09:38,KOJIE SAN TWIN PACK 65GX2,55
F9,23/02/2023 09:38,FABCON/ DISHWASHING ASST 9,32
4806501703503,23/02/2023 09:38,CHAMPION TODO TIPID PACK,36
RX8,23/02/2023 09:39,REXONA RETAIL 8,32
MS5,23/02/2023 09:39,MAGIC SARAP RETAIL 4G,25
50,23/02/2023 09:59,50,50
5,23/02/2023 09:59,5,5
9,23/02/2023 10:12,9,9
4800216120013,23/02/2023 10:43,CLOVER CHIPS CHEESE,65
4806500802221,23/02/2023 11:09,MAGIC PANTS M10,59
B25,23/02/2023 11:18,ASST BREAD 25S,240
4804888589505,23/02/2023 11:50,HANY SP,35
4800092331114,23/02/2023 11:50,MILKEE POLVORON 5G,18
CRINKLES,23/02/2023 11:51,CRINKLES,50
4804888589505,23/02/2023 11:51,HANY SP,35
15,23/02/2023 11:55,15,30
