barcode,sales_date,product_description,quantity_sold
4.80167E+12,03/01/2023 18:28,DATU PUTI VINEGAR 1L,46
4.80167E+12,03/01/2023 18:28,DATU PUTI SOY SAUCE 1L,54
LIPA,03/01/2023 18:28,LIPA PABORITA BY 10,60
4.80009E+12,03/01/2023 18:31,CRISS CROSS CHEESE,6
4.80019E+12,03/01/2023 18:31,PINATTSU,9
4.80002E+12,03/01/2023 18:31,PIATTOS NACHO PIZZA 40gx80,14.5
JTOCCINO,03/01/2023 18:41,JOSHUA TOCCINO 250G,114
40329055,03/01/2023 18:44,CAMEL CIG,88
4.8065E+12,03/01/2023 19:09,GARDENIA PANDESAL FAMILY PACK 300G,52
4.80653E+12,03/01/2023 19:09,JOSHUA HAM COOKED 250G,48
C6,03/01/2023 19:14,CURLS ASST 6.50,24
4.80002E+12,03/01/2023 19:14,ER Elbow Macaroni 30 x 400g,44
4.80651E+12,03/01/2023 19:14,SISTERS PANTYLINER 20'S INDV PACK,28
4.80003E+12,03/01/2023 19:14,IDEAL MACARONI 250G ELBOW,18
4.80005E+12,03/01/2023 19:15,ZONROX COLORSAFE 450ML,38
9,03/01/2023 19:15,9,27
RX8,03/01/2023 19:15,REXONA RETAIL 8,24
4.80005E+12,03/01/2023 19:15,ZONROX ORIGINAL 500ML,23
78,03/01/2023 19:21,78,312
4.80002E+12,03/01/2023 19:21,NISSIN RAMEN SEAFOOD 55GX72,54
4.80036E+12,03/01/2023 19:32,BEAR BRAND Powdered Milk Drink 300g,118
TP9,03/01/2023 19:32,TOOTHPASTE RETAIL 9,18
BS18,03/01/2023 19:32,BODY SOAP ASST,19.5
7,03/01/2023 19:35,7,77
40329055,03/01/2023 19:35,CAMEL CIG,88
48041812,03/01/2023 19:35,MIGHTY GREEN FLIPTOP,107
4.80002E+12,03/01/2023 19:38,NISSIN MINI SEAFOOD 40GX48,42
4.80063E+12,03/01/2023 19:38,BOY BAWANG SNACK MIX GARLIC 85G,22
4.80005E+12,04/01/2023 09:22,ZONROX ORIGINAL 250ML,15
4.90243E+12,04/01/2023 09:22,DOWNY ANTIBAC 38ML BY6,52
4.90243E+12,04/01/2023 09:25,DOWNY PASSION 32ML BY6,52
4.80089E+12,04/01/2023 09:25,SURF PWD ROSE 75G BY6,74
55,04/01/2023 09:41,55,55
18,04/01/2023 09:55,18,18
4.80002E+12,04/01/2023 10:38,GT 3IN1 WHITE TWIN PACK 50gX10X24,115
120,04/01/2023 11:06,120,120
4.80167E+12,04/01/2023 11:06,DATU PUTI SOY SAUCE 350ML,19.5
6,04/01/2023 11:06,6,6
K10,04/01/2023 11:06,KAPE/MILK/OTHER BEVERAGE,20
4.80036E+12,04/01/2023 11:07,MILO 150G,52
4.80058E+12,04/01/2023 11:07,ALASKA POWDER 300G,90
10,04/01/2023 11:23,10,10
4.80036E+12,04/01/2023 11:49,MILO 24G BY 12,47.5
80,04/01/2023 11:49,80,80
7.48485E+11,04/01/2023 12:13,BIRCHTREE FORTIFIED 150G,48
160,04/01/2023 12:16,160,160
4.80651E+12,04/01/2023 12:20,FANCY MILK,24
6,04/01/2023 12:20,6,36
15,04/01/2023 12:20,15,15
4.80651E+12,04/01/2023 12:31,CHERUB BABY WIPES 55PCS,68
4.80036E+12,04/01/2023 12:31,BEAR BRAND Powdered Milk Drink 300g,118
4.80036E+12,04/01/2023 12:32,BEAR BRAND Powdered Milk Drink 300g,118
4.80589E+12,04/01/2023 12:33,RENO LIVER SMALL,31
4.80058E+12,04/01/2023 12:33,COWBELL CONDENSADA 300ML,39
M COKE,04/01/2023 12:33,COKE MISMO,170
4.80036E+12,04/01/2023 12:43,BEAR BRAND Powdered Milk Drink 300g,118
4.80002E+12,04/01/2023 12:43,NISSIN RAMEN SPICY SEAFOOD 59GX72,13.5
4.80052E+12,04/01/2023 12:47,MOBY CARAMEL 90G,21
7.50515E+11,04/01/2023 12:47,SKYFLAKES PLAIN 10s,54
48041812,04/01/2023 12:48,MIGHTY GREEN FLIPTOP,214
B5,04/01/2023 13:04,ASST BREAD RETAIL 5,20
4.80011E+12,04/01/2023 13:16,HOMI BEEF MAMI,27
4.80011E+12,04/01/2023 13:16,HOMI TOYOMANSI,23
150,04/01/2023 13:16,150,150
4.80652E+12,04/01/2023 13:23,GOYA MILK CHOCOLATE 35G,22
18,04/01/2023 13:37,18,18
KN5,04/01/2023 13:37,KNORR CUBES ASST,12
7.62221E+12,04/01/2023 13:43,CHEEZ WHIZ PIMIENTO SUP 200G,88
4.80002E+12,04/01/2023 13:43,PIATTOS SOUR CREAM 80,14.5
4.80002E+12,04/01/2023 13:43,PIATTOS CHEESE 40gx80,14.5
4.80002E+12,04/01/2023 13:43,MR. CHIPS NACHO CHEESE 26gx100,7
4.80052E+12,04/01/2023 13:43,MOBY CARAMEL 25G,6.25
4.80002E+12,04/01/2023 13:43,ROLLER COASTER CHEDDAR 24gx100,7
4.80019E+12,04/01/2023 13:43,PILLOWS UBE 38g,8
4.80089E+12,04/01/2023 13:51,SURF BAR KALAMANSI 360G,23
8.99887E+12,04/01/2023 13:52,WINGS PWD FRESH 70G BY6,36
40329055,04/01/2023 14:12,CAMEL CIG,88
4.80651E+12,04/01/2023 14:13,SISTERS PANTYLINER MEGA PACK 36,34
4.80036E+12,04/01/2023 14:13,NESTLE CHUCKIE Opti-Grow 180ml,23.5
4.80019E+12,04/01/2023 14:22,MARTYS SPICY 25g LS,6
4.80019E+12,04/01/2023 14:22,POTATO FRIES PLAIN 21G,6
4.80002E+12,04/01/2023 14:22,Wafrets Biggies Choco,23
4.90243E+12,04/01/2023 14:24,PAMPERS COMFORT REGULAR SMALL 12,95
4.80058E+12,04/01/2023 14:46,ALASKA EVAPORADA 370ML,32
4.80653E+12,04/01/2023 14:46,TP SAGOT GULAMAN LITRO,18
4.80653E+12,04/01/2023 14:46,TP BLUE LEMONADE 25G,18
4.8065E+12,04/01/2023 14:47,MEGA CHILI RED 155G,67.5
4.90243E+12,04/01/2023 14:47,DOWNY SUNRISE FRESH 38ML BY6,26
